sim,i,message i,label i,j,message j,label j
0.9600888723017608,3269,Why did my top-up not go through?,top_up_reverted,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9587747922544282,1675,Where do I find PIN for my card?,pin_blocked,4081,Where do I find my card PIN?,get_physical_card
0.9585664844675322,2784,I transferred money and it hasn't come yet,transfer_not_received_by_recipient,8736,I transferred some money but it hasn't arrived yet,balance_not_updated_after_bank_transfer
0.9585039747768543,3269,Why did my top-up not go through?,top_up_reverted,8538,I'm confused as to why my top-up did not go through.,top_up_failed
0.9574713182252659,1995,Why hasn't my top up gone through?,pending_top_up,3195,Why won't my top up go through?,top_up_reverted
0.9567011488919881,2022,My top up hasn't gone through,pending_top_up,8524,My top up didn't go through,top_up_failed
0.9558736240584583,126,How much longer until I get my new card?,card_arrival,1036,How long will I have to wait for my new card?,card_delivery_estimate
0.9556503133832045,2751,When will the transaction be done?,transfer_not_received_by_recipient,5160,When will the transaction go through?,pending_card_payment
0.9547676894500654,919,what currencies do you accept?,fiat_currency_support,2882,What types of currencies do you accept?,supported_cards_and_currencies
0.9543366416349133,3189,Why didn't my top up work?,top_up_reverted,8517,It looks like my top up didn't work.  Why?,top_up_failed
0.9541189214502558,114,I still haven't gotten my new card.  When will it get here?,card_arrival,1107,When can I expect my new card to get here?,card_delivery_estimate
0.9540653747808071,3189,Why didn't my top up work?,top_up_reverted,8573,Why did my top-up not work?,top_up_failed
0.9536407942548178,3245,Why was my top-up declined?,top_up_reverted,8530,My top-up was declined,top_up_failed
0.9533612461233273,1850,Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,7166,Is there a fee that comes with transfers?,transfer_fee_charged
0.9533161296763316,2055,Is there a reason my top-up has not gone through?,pending_top_up,3269,Why did my top-up not go through?,top_up_reverted
0.9532282071734577,3269,Why did my top-up not go through?,top_up_reverted,8575,Please explain why my top-up didn't go through.,top_up_failed
0.9528768409441466,3864,How to verify my identity,why_verify_identity,9773,How do I verify my identity?,verify_my_identity
0.9524959109878557,3072,Is there a way to get a virtual card?,getting_virtual_card,8422,can i get a virtual card,get_disposable_virtual_card
0.9523974577344305,1982,My top-up hasn't gone through,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9523858441067083,1807,How can i get new card?,contactless_not_working,8062,how do i get a new card,order_physical_card
0.951240066201391,2002,Has my top up gone through?,pending_top_up,3160,Has my top-up gone through?,top_up_reverted
0.9511759743536636,2015,Why hasn't my top-up gone through?,pending_top_up,3269,Why did my top-up not go through?,top_up_reverted
0.9510153274101586,2762,I transferred some money but it is not here yet,transfer_not_received_by_recipient,8736,I transferred some money but it hasn't arrived yet,balance_not_updated_after_bank_transfer
0.9506674924083593,3269,Why did my top-up not go through?,top_up_reverted,8512,My top-up didn't go through,top_up_failed
0.9502813863386038,1940,Seems like my top-up has not gone through,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9500302962815677,1675,Where do I find PIN for my card?,pin_blocked,4016,Where can I locate my card PIN?,get_physical_card
0.9489806309165698,1801,how to get new card?,contactless_not_working,8062,how do i get a new card,order_physical_card
0.9488811963136944,6067,How long does a transfer take?,pending_transfer,6629,How many days does it take for a transfer to go through?,transfer_timing
0.9487414759300047,1916,Is there a top up fee?,top_up_by_bank_transfer_charge,9142,Is there any fees for top ups?,top_up_by_card_charge
0.9480906551689786,2015,Why hasn't my top-up gone through?,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9459998818748719,3864,How to verify my identity,why_verify_identity,9836,Explain how to verify my identity?,verify_my_identity
0.9457879113307869,2908,What currencies and methods can i use to top up my account?,supported_cards_and_currencies,7623,What currencies can I use to top up my account?,transfer_into_account
0.9457531220348924,109,When will my new card be delivered?,card_arrival,1025,When will my card be delivered?,card_delivery_estimate
0.9443539051490905,2771,How long does it take for the transfer to go through?,transfer_not_received_by_recipient,6629,How many days does it take for a transfer to go through?,transfer_timing
0.944295698178269,1525,What is the first step that I should take after my card has been stolen?,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.944102853664182,1940,Seems like my top-up has not gone through,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9432988861560305,1863,Is there a charge for transfers?,top_up_by_bank_transfer_charge,7166,Is there a fee that comes with transfers?,transfer_fee_charged
0.9426462744240423,2837,What is the time for a transfer?,transfer_not_received_by_recipient,6708,what is the time frame for transfers,transfer_timing
0.9423679770692545,5125,Why is my payment still pending?,pending_card_payment,6088,Can you explain why my payment is still pending?,pending_transfer
0.9423409874605326,5036,What was the cause for my card to be declined?,declined_cash_withdrawal,5879,Why was my card declined?,declined_card_payment
0.9418286870082917,4267,I don't understanfd how to top up,topping_up_by_card,7583,How do I top up?,transfer_into_account
0.9415398973640071,2055,Is there a reason my top-up has not gone through?,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9404766916086215,2771,How long does it take for the transfer to go through?,transfer_not_received_by_recipient,6067,How long does a transfer take?,pending_transfer
0.9400695930933629,225,Can I activate a card in the app?,card_linking,9221,Can I activate my card with the app?,activate_my_card
0.9400100946805919,75,How long will it take for me to get my card?,card_arrival,1087,How long does it take to receive my card?,card_delivery_estimate
0.939995214219449,1542,Someone took my card without my permission.,lost_or_stolen_card,4504,Someone used my card without my permission.,compromised_card
0.9397373970839519,36,How long does it take for a new card to ship?,card_arrival,1090,Can you tell me how long it takes for a new card to come?,card_delivery_estimate
0.9397131384627428,1939,My top up did not go through yet.,pending_top_up,8524,My top up didn't go through,top_up_failed
0.939416815237323,3214,My top up was rejected. Why?,top_up_reverted,8534,Why was my top-up rejected?,top_up_failed
0.9393107449523826,3864,How to verify my identity,why_verify_identity,9782,Show me how to verify my identity?,verify_my_identity
0.9391751080256225,29,What is the expected delivery date for my card?,card_arrival,1076,how soon will my card arrive?,card_delivery_estimate
0.9389299026077934,7108,I cant transfer money into my account,beneficiary_not_allowed,7584,Why can I not transfer money into my account?,transfer_into_account
0.9383455368602495,3243,Why didnt my top up go through,top_up_reverted,8524,My top up didn't go through,top_up_failed
0.9382982523039021,1731,Is there a way to reset my PIN?,pin_blocked,6943,How can I reset my PIN?,change_pin
0.9373722232531994,2771,How long does it take for the transfer to go through?,transfer_not_received_by_recipient,6043,How long will the transfer take?,pending_transfer
0.9371818872505876,1983,Is my top up not working?,pending_top_up,8475,Why won't my top up work,top_up_failed
0.9366015982040683,2771,How long does it take for the transfer to go through?,transfer_not_received_by_recipient,8671,How long does transfers take?,balance_not_updated_after_bank_transfer
0.9365387198602724,1675,Where do I find PIN for my card?,pin_blocked,4096,Where do I find my PIN for my new card?,get_physical_card
0.9361060561674821,5877,My card payment didn't work,declined_card_payment,6755,The card payment didn't work,reverted_card_payment?
0.935842787919736,3172,Seems like my top up has been cancelled,top_up_reverted,8597,Looks like my top-up has been cancelled,top_up_failed
0.9358288473491133,6660,Why hasn't the transfer shown up in my account yet?,transfer_timing,8648,Why isn't the transfer to my account showing up?,balance_not_updated_after_bank_transfer
0.9357854638885796,147,How much longer is it going to take to get my new card?,card_arrival,1036,How long will I have to wait for my new card?,card_delivery_estimate
0.9353882934595775,1527,My card was stolen. What do I need to do?,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.9348519796792573,27,When will I recieve my new card?,card_arrival,1107,When can I expect my new card to get here?,card_delivery_estimate
0.934677546068631,7855,What steps do I need to get another card?,getting_spare_card,8139,What do I need to do in order to get a new card?,order_physical_card
0.9334118834102324,1545,What do I do if my card was stolen.,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.9331956629577426,6629,How many days does it take for a transfer to go through?,transfer_timing,8671,How long does transfers take?,balance_not_updated_after_bank_transfer
0.9330107103313204,4303,show me how to top up,topping_up_by_card,7583,How do I top up?,transfer_into_account
0.9327909687227879,3249,I topped up but the app declined it,top_up_reverted,8476,I topped up but the app denied it,top_up_failed
0.9326628763020166,5036,What was the cause for my card to be declined?,declined_cash_withdrawal,5848,Why has my card been declined?,declined_card_payment
0.9325807355958752,3009,Is it possible to order a virtual card?,getting_virtual_card,8422,can i get a virtual card,get_disposable_virtual_card
0.9321825961813255,6660,Why hasn't the transfer shown up in my account yet?,transfer_timing,8772,Can you tell me why the transfer isn't showing up on my account?,balance_not_updated_after_bank_transfer
0.9320421228441654,886,What currencies can I have?,fiat_currency_support,1452,What different currencies can I get?,exchange_via_app
0.9314691884116769,29,What is the expected delivery date for my card?,card_arrival,1050,When can I expect my card to arrive?,card_delivery_estimate
0.9313596480670332,1916,Is there a top up fee?,top_up_by_bank_transfer_charge,9145,Are there any charges for top ups?,top_up_by_card_charge
0.9311492126493912,3260,My top-up was just cancelled.,top_up_reverted,8597,Looks like my top-up has been cancelled,top_up_failed
0.931130946614565,2814,My transfer hasn't arrived,transfer_not_received_by_recipient,6061,My transfer hasn't appeared yet,pending_transfer
0.9301867705210008,2015,Why hasn't my top-up gone through?,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9298220381610885,2802,I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,8664,The money that I have transferred hasn't arrived yet.,balance_not_updated_after_bank_transfer
0.9294877625919675,2022,My top up hasn't gone through,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9294614437574951,105,What is the expected delivery date of my card?,card_arrival,1076,how soon will my card arrive?,card_delivery_estimate
0.9291088722027645,1491,My card has been stolen what do I do?,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.9289023860070185,1552,Can you help me retrieve my card?,lost_or_stolen_card,6298,Will you please help me get my card back?,card_swallowed
0.9284196520567726,1940,Seems like my top-up has not gone through,pending_top_up,3269,Why did my top-up not go through?,top_up_reverted
0.928208187211008,29,What is the expected delivery date for my card?,card_arrival,1025,When will my card be delivered?,card_delivery_estimate
0.9278872185048554,2802,I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,8704,"Although I transferred some money, it has not as of yet, arrived.",balance_not_updated_after_bank_transfer
0.927551909839945,1312,How do I get my card to work?,card_not_working,9321,I just got my card and cannot get it to work.,activate_my_card
0.9274654232560026,2784,I transferred money and it hasn't come yet,transfer_not_received_by_recipient,8628,Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
0.9274124766584871,1675,Where do I find PIN for my card?,pin_blocked,4002,Where is my card PIN?,get_physical_card
0.927387844791345,147,How much longer is it going to take to get my new card?,card_arrival,1090,Can you tell me how long it takes for a new card to come?,card_delivery_estimate
0.9272052261561496,1479,How do I replace a stolen card?,lost_or_stolen_card,4532,How do I order a replacement for stolen card?,compromised_card
0.9267094222855569,1675,Where do I find PIN for my card?,pin_blocked,4099,how do i get a pin for my card,get_physical_card
0.9267002529722627,5905,For some reason my card payment didn't work,declined_card_payment,6755,The card payment didn't work,reverted_card_payment?
0.9264180338145601,3214,My top up was rejected. Why?,top_up_reverted,8546,My top-up was rejected,top_up_failed
0.9263476774985512,125,How long until my new card gets here?,card_arrival,1014,How long until my card will get here?,card_delivery_estimate
0.9262494823133882,29,What is the expected delivery date for my card?,card_arrival,1014,How long until my card will get here?,card_delivery_estimate
0.9260803952681449,75,How long will it take for me to get my card?,card_arrival,1104,When can I expect to receive my card?,card_delivery_estimate
0.9258445242936489,1807,How can i get new card?,contactless_not_working,7827,How can I get another card?,getting_spare_card
0.9257033190933874,2747,I transferred some cash and it has not arrived yet.,transfer_not_received_by_recipient,8664,The money that I have transferred hasn't arrived yet.,balance_not_updated_after_bank_transfer
0.9256265119274197,1983,Is my top up not working?,pending_top_up,8548,My top up doesn't work,top_up_failed
0.9256020245129915,3189,Why didn't my top up work?,top_up_reverted,8475,Why won't my top up work,top_up_failed
0.9249850918502248,3615,how do i dispute a payment I didnt make,card_payment_not_recognised,4729,I would like to dispute a payment I didnt make,direct_debit_payment_not_recognised
0.9249314455425772,75,How long will it take for me to get my card?,card_arrival,1103,how long does it take to get my card i am in a rush,card_delivery_estimate
0.9248921987063171,103,When will my new card arrive?,card_arrival,1076,how soon will my card arrive?,card_delivery_estimate
0.9246612303911456,1982,My top-up hasn't gone through,pending_top_up,3269,Why did my top-up not go through?,top_up_reverted
0.9246358588617145,3189,Why didn't my top up work?,top_up_reverted,8580,"I could not get a top-up to work, why?",top_up_failed
0.9245976682017013,1944,why isn't my top-up going through?,pending_top_up,3195,Why won't my top up go through?,top_up_reverted
0.9245784305687097,56,How long does it take for me to get my new card?,card_arrival,1036,How long will I have to wait for my new card?,card_delivery_estimate
0.9242624118701614,6662,How long does it take for a transfer to be in my account?,transfer_timing,8665,How long do transfers take to show up in my account?,balance_not_updated_after_bank_transfer
0.923911419326465,1940,Seems like my top-up has not gone through,pending_top_up,3160,Has my top-up gone through?,top_up_reverted
0.9237404589867078,126,How much longer until I get my new card?,card_arrival,1107,When can I expect my new card to get here?,card_delivery_estimate
0.9237213053291468,105,What is the expected delivery date of my card?,card_arrival,1050,When can I expect my card to arrive?,card_delivery_estimate
0.9236455466278245,75,How long will it take for me to get my card?,card_arrival,1013,When should I expect to receive my card?,card_delivery_estimate
0.9231061078688124,1995,Why hasn't my top up gone through?,pending_top_up,3243,Why didnt my top up go through,top_up_reverted
0.9228933944819339,2056,Problem with my top up going through,pending_top_up,8537,Trouble with my top up,top_up_failed
0.9228750884009989,1801,how to get new card?,contactless_not_working,7827,How can I get another card?,getting_spare_card
0.9228581526236751,7029,Why can I not do a  transfer,beneficiary_not_allowed,7525,I couldn't make a transfer,failed_transfer
0.9227788251743595,5036,What was the cause for my card to be declined?,declined_cash_withdrawal,5939,Why has my card been declined?  whats the deal?,declined_card_payment
0.9226914899449389,2015,Why hasn't my top-up gone through?,pending_top_up,8538,I'm confused as to why my top-up did not go through.,top_up_failed
0.922605605986289,1983,Is my top up not working?,pending_top_up,8536,My top up isnt working,top_up_failed
0.9224198059785559,1944,why isn't my top-up going through?,pending_top_up,8603,Why has my top-up not worked?,top_up_failed
0.9222889007523052,7699,How do i verify my card?,verify_top_up,9182,How do I verify my new card?,activate_my_card
0.9220623265838614,28,When will I get my new card?,card_arrival,1107,When can I expect my new card to get here?,card_delivery_estimate
0.9219108031073429,3941,What do I have to do to prove my identity?,unable_to_verify_identity,9831,What has to be done to verify my identity?,verify_my_identity
0.9216463838652422,5926,I don't know why my card payment did not work,declined_card_payment,6755,The card payment didn't work,reverted_card_payment?
0.921538112227219,557,"When I was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate,8339,The exchange rate applied was incorrect when I was traveling outside the country.,wrong_exchange_rate_for_cash_withdrawal
0.921247771768188,1341,How can I get my card to work?,card_not_working,9321,I just got my card and cannot get it to work.,activate_my_card
0.9211299981445766,3245,Why was my top-up declined?,top_up_reverted,8534,Why was my top-up rejected?,top_up_failed
0.9207476090125427,1850,Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,7219,Is there a money transfer fee?,transfer_fee_charged
0.9206029985919435,1539,What should I do if my card is stolen?,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.9205754381318962,6711,How long does it take for a transfer to reach my account?,transfer_timing,8665,How long do transfers take to show up in my account?,balance_not_updated_after_bank_transfer
0.9205508373268445,1944,why isn't my top-up going through?,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9205106796650327,7917,How do I go about ordering another card?,getting_spare_card,8062,how do i get a new card,order_physical_card
0.9204620984701375,6660,Why hasn't the transfer shown up in my account yet?,transfer_timing,8698,The transfer on my account is not showing up.,balance_not_updated_after_bank_transfer
0.9204572806615818,1916,Is there a top up fee?,top_up_by_bank_transfer_charge,9155,Is there a charge for top-ups?,top_up_by_card_charge
0.9204372675314842,424,My exchange rate isn't correct.,card_payment_wrong_exchange_rate,8302,I believe my exchange rate is incorrect,wrong_exchange_rate_for_cash_withdrawal
0.9200276074545896,105,What is the expected delivery date of my card?,card_arrival,1025,When will my card be delivered?,card_delivery_estimate
0.9200138910997203,7149,Why would I receive an error that my transfer isn't possible when I've done it before?,beneficiary_not_allowed,7470,Why did the transfer fail when I attempted to do it earlier?,failed_transfer
0.9197827973381121,2055,Is there a reason my top-up has not gone through?,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9196886896084986,1944,why isn't my top-up going through?,pending_top_up,3269,Why did my top-up not go through?,top_up_reverted
0.9196584940215541,29,What is the expected delivery date for my card?,card_arrival,1068,When should I expect my card to arrive?,card_delivery_estimate
0.9193337661423665,3156,Has my top-up been cancelled?,top_up_reverted,8597,Looks like my top-up has been cancelled,top_up_failed
0.9187069313558408,71,What's the expected wait time to recieve my new card?,card_arrival,1036,How long will I have to wait for my new card?,card_delivery_estimate
0.9186671248679205,75,How long will it take for me to get my card?,card_arrival,1072,"I haven't received my card yet, how long does it normally take?",card_delivery_estimate
0.9186051078292354,5036,What was the cause for my card to be declined?,declined_cash_withdrawal,5873,can you tell me why my card was declined?,declined_card_payment
0.9184389926221009,3026,How can I go about ordering a virtual card?,getting_virtual_card,8461,How to a go about ordering a disposable virtual card?,get_disposable_virtual_card
0.9183939132308593,5091,how come i was declined,declined_cash_withdrawal,5923,Why am I being declined?,declined_card_payment
0.9183777223351542,109,When will my new card be delivered?,card_arrival,1076,how soon will my card arrive?,card_delivery_estimate
0.9182141225552732,56,How long does it take for me to get my new card?,card_arrival,1090,Can you tell me how long it takes for a new card to come?,card_delivery_estimate
0.9181427195822133,1985,Why has my top up not gone through yet?,pending_top_up,8524,My top up didn't go through,top_up_failed
0.9179108726866108,3014,Where do I order a virtual card?,getting_virtual_card,8428,Where do I order a disposable virtual card?,get_disposable_virtual_card
0.9178884424335438,3864,How to verify my identity,why_verify_identity,9859,How do I go about verifying my identity?,verify_my_identity
0.9175443894991474,557,"When I was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate,8307,The exchange rate for me was wrong when I was abroad.,wrong_exchange_rate_for_cash_withdrawal
0.9169688174189717,3189,Why didn't my top up work?,top_up_reverted,8603,Why has my top-up not worked?,top_up_failed
0.9169214811468054,1995,Why hasn't my top up gone through?,pending_top_up,8524,My top up didn't go through,top_up_failed
0.9167449371370529,3080,Where would I order a virtual card?,getting_virtual_card,8428,Where do I order a disposable virtual card?,get_disposable_virtual_card
0.9166488836150098,1965,"My top up hasn't gone through yet, why?",pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.9166437443323072,5198,Why didn't my payment process,pending_card_payment,5886,Why didn;t my payment work,declined_card_payment
0.9164960241989399,1210,How many times can I auto top-up?,automatic_top_up,2279,What number of times can I top-up?,top_up_limits
0.916350290786327,2976,"If I want to topup by card, how do I do it?",supported_cards_and_currencies,4288,How do I top up by card?,topping_up_by_card
0.9160173924213552,2015,Why hasn't my top-up gone through?,pending_top_up,3195,Why won't my top up go through?,top_up_reverted
0.9159905110909954,1981,What do I do if my top-up has not gone through?,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9159611087953397,2062,What is wrong with my top-up?,pending_top_up,8493,My top up is giving me problems. What is wrong with it?,top_up_failed
0.9159399790832855,1258,I can't get the card itself to work.,card_not_working,9321,I just got my card and cannot get it to work.,activate_my_card
0.9157733564948898,2055,Is there a reason my top-up has not gone through?,pending_top_up,8538,I'm confused as to why my top-up did not go through.,top_up_failed
0.9154974703123501,3009,Is it possible to order a virtual card?,getting_virtual_card,8381,can i get a virtual card online,get_disposable_virtual_card
0.9154548752922926,103,When will my new card arrive?,card_arrival,1025,When will my card be delivered?,card_delivery_estimate
0.9150970055105327,7583,How do I top up?,transfer_into_account,7996,Where do I top up?,top_up_by_cash_or_cheque
0.9150923881755829,2998,"I would like to order a virtual card, where can I get one?",getting_virtual_card,8445,Can you tell me where I can order a disposable virtual card?,get_disposable_virtual_card
0.9150826401249262,2865,the money i transferred didnt arrive,transfer_not_received_by_recipient,8628,Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
0.9146093838704363,1939,My top up did not go through yet.,pending_top_up,8512,My top-up didn't go through,top_up_failed
0.9143336051537904,2015,Why hasn't my top-up gone through?,pending_top_up,8603,Why has my top-up not worked?,top_up_failed
0.9141191171944724,5231,Is there a reason my payment is still pending?,pending_card_payment,6088,Can you explain why my payment is still pending?,pending_transfer
0.9140950377884517,4455,What can I and can't do with the disposable cards?,disposable_card_limits,8410,In what way can I use the disposable cards?,get_disposable_virtual_card
0.9139280185941118,125,How long until my new card gets here?,card_arrival,1036,How long will I have to wait for my new card?,card_delivery_estimate
0.913730131738882,5195,Why is the payment I made still pending?,pending_card_payment,6088,Can you explain why my payment is still pending?,pending_transfer
0.9136263912710019,5586,What went wrong with my transfer?,declined_transfer,7474,Why didn't my transfer work?,failed_transfer
0.9132505355124368,2022,My top up hasn't gone through,pending_top_up,8471,"My top-up hasn't gone through, what happened?",top_up_failed
0.913248355012866,4261,How do I add money to my card?,topping_up_by_card,9120,how should i add money to my card,top_up_by_card_charge
0.913068243643916,2056,Problem with my top up going through,pending_top_up,8582,Problems with my top up,top_up_failed
0.9130444397842441,277,How do I activate and link my new card?,card_linking,9301,"With my new card, how may I activate it?",activate_my_card
0.91296948887878,2015,Why hasn't my top-up gone through?,pending_top_up,8575,Please explain why my top-up didn't go through.,top_up_failed
0.9129579000416516,3189,Why didn't my top up work?,top_up_reverted,8561,"My top-up does not seem to have worked, what  went wrong?",top_up_failed
0.9129220157317648,5860,The payment for the card did not go through,declined_card_payment,6755,The card payment didn't work,reverted_card_payment?
0.9126579912267024,6661,When will the money from a transfer be made available on my account?,transfer_timing,8744,When will the money from my bank transfer be available?,balance_not_updated_after_bank_transfer
0.9126383006481759,105,What is the expected delivery date of my card?,card_arrival,1014,How long until my card will get here?,card_delivery_estimate
0.9122751527541317,7029,Why can I not do a  transfer,beneficiary_not_allowed,7564,Why can't I complete the transfer?,failed_transfer
0.9122377564954854,1510,What do I do if my card is stolen?,lost_or_stolen_card,5268,Can you tell me what i steps i should take since my card was stolen?,lost_or_stolen_phone
0.912115127057376,509,Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate,8216,Why did my exchange rate change?,wrong_exchange_rate_for_cash_withdrawal
0.9120985531494539,5584,My recent transfer didn't go through - why not?,declined_transfer,7516,What may be the reason that my transfer did not go through?,failed_transfer
0.9119212761941833,277,How do I activate and link my new card?,card_linking,9215,How can my new card be activated?,activate_my_card
0.9118150402618173,277,How do I activate and link my new card?,card_linking,9324,How do I activate my new card,activate_my_card
0.911808611475463,1260,Why won't my card work.,card_not_working,5836,I'm not sure why my card didn't work,declined_card_payment
0.9117206343542411,105,What is the expected delivery date of my card?,card_arrival,1068,When should I expect my card to arrive?,card_delivery_estimate
0.9115370231060667,1985,Why has my top up not gone through yet?,pending_top_up,3195,Why won't my top up go through?,top_up_reverted
0.9114761652016504,1850,Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,7280,Is there a fee for transferring money,transfer_fee_charged
0.9114631939669048,3200,I put some money in my account the other day but now its gone? Why is this?,top_up_reverted,3416,I put money in my account a week ago but its still not there?? What happened to my money?,balance_not_updated_after_cheque_or_cash_deposit
0.9112264975429932,1675,Where do I find PIN for my card?,pin_blocked,4065,How do I get my card PIN?,get_physical_card
0.911162883327962,7136,Why  am I being told this  transfer will not  go thru,beneficiary_not_allowed,7467,Why won't my transfer go through?,failed_transfer
0.910915641037894,2915,what currencies can i use to add money to my account,supported_cards_and_currencies,7623,What currencies can I use to top up my account?,transfer_into_account
0.9107977140553989,103,When will my new card arrive?,card_arrival,1014,How long until my card will get here?,card_delivery_estimate
0.9106066096804796,1982,My top-up hasn't gone through,pending_top_up,8524,My top up didn't go through,top_up_failed
0.9105945902212613,1850,Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,7203,Does transferring money have a fee?,transfer_fee_charged
0.9105746460862303,3987,I'm having difficulty verifying my identity.,unable_to_verify_identity,9817,I don't know how to verify my identity.,verify_my_identity
0.910548020451418,2583,What is this extra fee?,card_payment_fee_charged,9400,What's up with the extra fee I got?,cash_withdrawal_charge
0.9102933458706892,3561,The app is showing a payment I never made.,card_payment_not_recognised,4715,The app is showing a direct debit payment that I never made,direct_debit_payment_not_recognised
0.9102789573043639,3072,Is there a way to get a virtual card?,getting_virtual_card,8381,can i get a virtual card online,get_disposable_virtual_card
0.9102634875254533,87,Where is my card?,card_arrival,1537,I cant find my card.,lost_or_stolen_card
0.9099930100350107,7827,How can I get another card?,getting_spare_card,8062,how do i get a new card,order_physical_card
0.9099600466549808,27,When will I recieve my new card?,card_arrival,1098,When will I receive my card?,card_delivery_estimate
0.9099252149377713,3009,Is it possible to order a virtual card?,getting_virtual_card,8455,Am I able to order a disposable virtual card?,get_disposable_virtual_card
0.9098793599269911,109,When will my new card be delivered?,card_arrival,1014,How long until my card will get here?,card_delivery_estimate
0.9096372102550444,3088,I'd like like to know where I can order a virtual card?,getting_virtual_card,8445,Can you tell me where I can order a disposable virtual card?,get_disposable_virtual_card
0.9095820488781645,6660,Why hasn't the transfer shown up in my account yet?,transfer_timing,8766,"I did a transfer to my account, but it hasn't shown up",balance_not_updated_after_bank_transfer
0.909577630501344,1983,Is my top up not working?,pending_top_up,8598,My top-up is not working. Why is that?,top_up_failed
0.909567368126074,5586,What went wrong with my transfer?,declined_transfer,7497,What went wrong when I tried to do my transfer?,failed_transfer
0.9095435867682488,5560,I have a problem with a transfer. It didn't work. Can you tell me why?,declined_transfer,7445,I tried to make a transfer but it failed. will you tell me why?,failed_transfer
