id,text,category
495,"I bought something in another currency, but the exchange rate was incorrect.",card_payment_wrong_exchange_rate
497,"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate
498,My card payment has the wrong exchange rate,card_payment_wrong_exchange_rate
499,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,card_payment_wrong_exchange_rate
501,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
502,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,card_payment_wrong_exchange_rate
503,Why was I charged extra on my last UK pound to Russian ruble exchange?,card_payment_wrong_exchange_rate
504,The wrong exchange rate was used when I purchased an item.,card_payment_wrong_exchange_rate
505,Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
507,An item I bought had the wrong exchange rate applied.,card_payment_wrong_exchange_rate
508,I think the rate that was applied to my purchase using foreign currency is wrong. Help!,card_payment_wrong_exchange_rate
510,I want to change the wrong exchange rate.,card_payment_wrong_exchange_rate
511,I recently bought something abroad but the exchange rate is incorrect. Why?,card_payment_wrong_exchange_rate
512,"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",card_payment_wrong_exchange_rate
514,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",card_payment_wrong_exchange_rate
515,The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
516,Are you sure this is the interbank exchange rate? This rate is really bad.,card_payment_wrong_exchange_rate
517,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,card_payment_wrong_exchange_rate
518,I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate
519,"I changed the currency, but why is it costing more?",card_payment_wrong_exchange_rate
520,Why was the exchange wrong for the item I purchased?,card_payment_wrong_exchange_rate
522,My purchase used the wrong exchange rate,card_payment_wrong_exchange_rate
523,"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate
524,I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate
525,I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,card_payment_wrong_exchange_rate
527,Your foreign exchange rate is wrong.,card_payment_wrong_exchange_rate
529,There's an error with the rate that is charged.,card_payment_wrong_exchange_rate
530,I bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate
531,I think the exchange rate on my card payment is incorrect.,card_payment_wrong_exchange_rate
532,I bought an item that I was charged a different exchange rate for.,card_payment_wrong_exchange_rate
533,I am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate
534,When I purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate
535,The exchange rate used on your app is really bad. I'm considering closing my account because of it.,card_payment_wrong_exchange_rate
536,I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,card_payment_wrong_exchange_rate
537,I received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate
538,Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
539,I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
540,Why am I being charged the wrong currency exchange when I purchased something abroad?,card_payment_wrong_exchange_rate
541,The exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate
543,I didn't receive the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate
545,I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
546,The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate
547,The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate
549,The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate
550,Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate
551,Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate
553,My rate of exchange was wrong.,card_payment_wrong_exchange_rate
554,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,card_payment_wrong_exchange_rate
556,A foreign purchase I made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate
558,There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate
559,"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",card_payment_wrong_exchange_rate
560,The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate
561,I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate
562,Exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate
563,"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
564,I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate
565,The exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate
566,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
567,Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate
569,I made a purchase but the exchange rate is wrong?,card_payment_wrong_exchange_rate
